"Monat";"2022";"2021"
2023-01-01;462,78;530,5
2023-02-01;367,5;445,33
2023-03-01;388,49;392,66
2023-04-01;299,09;347,14
2023-05-01;99,91;211,34
2023-06-01;18,98;7,23
2023-07-01;5,65;3,59
2023-08-01;1,35;22,94
2023-09-01;115,61;56,85
2023-10-01;140,12;239,78
2023-11-01;336,64;382,27
2023-12-01;500,2;474,56
